"","ID_full","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_tot_mean","FE_tot_sd","FE_2_flag","FE_3_flag","Dilution","Plate","QAQC_flag","FE_2_cv_flag","FE_3_cv_flag"
"1","Plate1_1_FW_F6_20250131 spk ","FW_F6_20250131 spk ",17.3968262589728,0,0,54.6828689721949,34.8355737595739,63.7047294963384,72.0796952311677,34.8355737595739,"Within range","Within range",1,"Plate1","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range","ok","High cv rerun"
"2","Plate2_1_C_B4_20250602","C_B4_20250602",12.2424560385639,1.25678970193006,10.2658298136514,0,0,0,12.2424560385639,1.12106632360894,"Within range","Below MDL",1,"Plate2","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low","High cv rerun","ok"
"3","Plate2_1_C_C6_20250602 spk","C_C6_20250602 spk",25.9281976582704,2.16226276165439,8.33942563286763,22.4102519950917,6.13991406206837,27.3977912582739,48.3384496533621,6.31354159337208,"Within range","Within range",1,"Plate2","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low","ok","High cv rerun"
"4","Plate2_1_C_D5_20250602","C_D5_20250602",6.91034891400286,1.25678970193006,18.1870657700562,0,0,0,6.91034891400286,1.12106632360894,"Within range","Below MDL",1,"Plate2","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low","High cv rerun","ok"
"5","Plate2_1_FW_C6_20250711","FW_C6_20250711",3.00013702265813,0.251357940386012,8.37821534442146,1.12363753321185,1.23005413482185,109.470723295065,4.12377455586998,1.32830384889088,"Within range","Within range",1,"Plate2","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low","ok","High cv rerun"
"6","Plate2_1_SW_B4_20250602","SW_B4_20250602",37.4810964281526,3.77036910579019,10.0593885053966,6.07004351647647,0.0881123107738538,1.45159273627417,43.5511399446291,1.94374198007351,"Within range","Within range",1,"Plate2","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low","High cv rerun","ok"
"7","Plate2_1_SW_C3_20250602","SW_C3_20250602",66.8064116595729,20.6095494691018,30.8496579252339,0,0,0,66.8064116595729,4.53977416498903,"Within range","Below MDL",1,"Plate2","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low","High cv rerun","ok"
"8","Plate2_1_SW_E3_20250602","SW_E3_20250602",23.9730917125981,0.754073821158037,3.14550092327793,10.3407166499297,10.0793383741237,97.4723388653361,34.3138083625278,10.1166761281184,"Within range","Within range",1,"Plate2","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low","ok","High cv rerun"
"9","Plate1_1_SW_C3_20250403","SW_C3_20250403",124.111814972712,15.1925352469942,12.2410064266118,0,0,0,124.111814972712,3.89776028598402,"Within range","Below MDL",1,"Plate1","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range","High cv rerun","ok"
"10","Plate3_1_SW_F6_20250926","SW_F6_20250926",121.724538373475,14.5173114582389,11.9263639461889,0,0,0,121.724538373475,3.81015898070395,"Within range","Below MDL",1,"Plate3","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range","High cv rerun","ok"
